medal_date,medal_type,medal_code,name,gender,country,country_code,nationality,discipline,event,code
8/1/2024,Gold Medal,1,ENACHE Marian Florian,Male,Romania,ROU,Romania,Rowing,Men's Double Sculls,1551238
8/1/2024,Silver Medal,2,TWELLAAR Melvin,Male,Netherlands,NED,Netherlands,Rowing,Men's Double Sculls,1965589
8/1/2024,Silver Medal,2,BROENINK Stef,Male,Netherlands,NED,Netherlands,Rowing,Men's Double Sculls,1965588
8/1/2024,Bronze Medal,3,LYNCH Daire,Male,Ireland,IRL,Ireland,Rowing,Men's Double Sculls,1544454
8/1/2024,Bronze Medal,3,DOYLE Phili,Male,Ireland,IRL,Ireland,Rowing,Men's Double Sculls,1543317
8/1/2024,Gold Medal,1,MEAD Nick,Male,United States,USA,United States,Rowing,Men's Four,1944727
8/1/2024,Gold Medal,1,BEST Justin,Male,United States,USA,United States,Rowing,Men's Four,1944631
8/1/2024,Gold Medal,1,GRADY Michael,Male,United States,USA,United States,Rowing,Men's Four,1944681
8/1/2024,Gold Medal,1,CORRIGAN Liam,Male,United States,USA,United States,Rowing,Men's Four,1944652
8/1/2024,Silver Medal,2,MACLEAN Ollie,Male,New Zealand,NZL,New Zealand,Rowing,Men's Four,1927001
8/1/2024,Silver Medal,2,ULLRICH Logan,Male,New Zealand,NZL,New Zealand,Rowing,Men's Four,1927020
8/1/2024,Silver Medal,2,MURRAY Tom,Male,New Zealand,NZL,New Zealand,Rowing,Men's Four,1927019
8/1/2024,Silver Medal,2,MACDONALD Matt,Male,New Zealand,NZL,New Zealand,Rowing,Men's Four,1926991
8/1/2024,Bronze Medal,3,WILKES Oliver,Male,Great Britain,GBR,Great Britain,Rowing,Men's Four,1901100
8/1/2024,Bronze Medal,3,AMBLER David,Male,Great Britain,GBR,Great Britain,Rowing,Men's Four,1901026
8/1/2024,Bronze Medal,3,ALDRIDGE Matt,Male,Great Britain,GBR,Great Britain,Rowing,Men's Four,1901025
8/1/2024,Bronze Medal,3,DAVIDSON Freddie,Male,Great Britain,GBR,Great Britain,Rowing,Men's Four,1901050
8/1/2024,Gold Medal,1,FRANCIS Brooke,Female,New Zealand,NZL,New Zealand,Rowing,Women's Double Sculls,1927028
8/1/2024,Gold Medal,1,SPOORS Lucy,Female,New Zealand,NZL,New Zealand,Rowing,Women's Double Sculls,1927024
8/1/2024,Silver Medal,2,BODNAR Ancuta,Female,Romania,ROU,Romania,Rowing,Women's Double Sculls,1550303
8/1/2024,Silver Medal,2,RADIS Simona,Female,Romania,ROU,Romania,Rowing,Women's Double Sculls,1550560
8/1/2024,Bronze Medal,3,HODGKINS BYRNE Mathilda,Female,Great Britain,GBR,Great Britain,Rowing,Women's Double Sculls,1901075
8/1/2024,Bronze Medal,3,WILDE Rebecca,Female,Great Britain,GBR,Great Britain,Rowing,Women's Double Sculls,1901099
8/1/2024,Gold Medal,1,OLDENBURG Marloes,Female,Netherlands,NED,Netherlands,Rowing,Women's Four,1965560
8/1/2024,Gold Medal,1,DRENTH Hermijntje,Female,Netherlands,NED,Netherlands,Rowing,Women's Four,1965567
8/1/2024,Gold Medal,1,OFFEREINS Tinka,Female,Netherlands,NED,Netherlands,Rowing,Women's Four,1965566
8/1/2024,Gold Medal,1,BOONSTRA Benthe,Female,Netherlands,NED,Netherlands,Rowing,Women's Four,1965557
8/1/2024,Silver Medal,2,GLOVER Helen,Female,Great Britain,GBR,Great Britain,Rowing,Women's Four,1901028
8/1/2024,Silver Medal,2,BOOTH Esme,Female,Great Britain,GBR,Great Britain,Rowing,Women's Four,1901037
8/1/2024,Silver Medal,2,REDGRAVE Sam,Female,Great Britain,GBR,Great Britain,Rowing,Women's Four,1901086
8/1/2024,Silver Medal,2,SHORTEN Rebecca,Female,Great Britain,GBR,Great Britain,Rowing,Women's Four,1901092
8/1/2024,Bronze Medal,3,GOWLER Jackie,Female,New Zealand,NZL,New Zealand,Rowing,Women's Four,1926998
8/1/2024,Bronze Medal,3,SPOORS Phoebe,Female,New Zealand,NZL,New Zealand,Rowing,Women's Four,1927007
8/1/2024,Bronze Medal,3,WADDY Davina,Female,New Zealand,NZL,New Zealand,Rowing,Women's Four,1927003
8/1/2024,Bronze Medal,3,WILLIAMS Kerri,Female,New Zealand,NZL,New Zealand,Rowing,Women's Four,1926999
8/1/2024,Gold Medal,1,PALLISTER Lani,Female,Australia,AUS,Australia,Swimming,Women's 4 x 200m Freestyle Relay,1946201
8/1/2024,Gold Medal,1,PERKINS Jamie,Female,Australia,AUS,Australia,Swimming,Women's 4 x 200m Freestyle Relay,1946188
8/1/2024,Gold Medal,1,THROSSELL Brianna,Female,Australia,AUS,Australia,Swimming,Women's 4 x 200m Freestyle Relay,1946157
8/1/2024,Gold Medal,1,JACK Shayna,Female,Australia,AUS,Australia,Swimming,Women's 4 x 200m Freestyle Relay,1946227
8/1/2024,Gold Medal,1,O'CALLAGHAN Mollie,Female,Australia,AUS,Australia,Swimming,Women's 4 x 200m Freestyle Relay,1946218
8/1/2024,Gold Medal,1,TITMUS Ariarne,Female,Australia,AUS,Australia,Swimming,Women's 4 x 200m Freestyle Relay,1946150
8/1/2024,Silver Medal,2,PEPLOWSKI Anna,Female,United States,USA,United States,Swimming,Women's 4 x 200m Freestyle Relay,1935967
8/1/2024,Silver Medal,2,GEMMELL Erin,Female,United States,USA,United States,Swimming,Women's 4 x 200m Freestyle Relay,1935907
8/1/2024,Silver Medal,2,MANUEL Simone,Female,United States,USA,United States,Swimming,Women's 4 x 200m Freestyle Relay,1935945
8/1/2024,Silver Medal,2,SHACKELL Alex,Female,United States,USA,United States,Swimming,Women's 4 x 200m Freestyle Relay,1935979
8/1/2024,Silver Medal,2,LEDECKY Katie,Female,United States,USA,United States,Swimming,Women's 4 x 200m Freestyle Relay,1935938
8/1/2024,Silver Medal,2,MADDEN Paige,Female,United States,USA,United States,Swimming,Women's 4 x 200m Freestyle Relay,1935943
8/1/2024,Silver Medal,2,WEINSTEIN Claire,Female,United States,USA,United States,Swimming,Women's 4 x 200m Freestyle Relay,1936000
8/1/2024,Bronze Medal,3,TANG Muhan,Female,China,CHN,China,Swimming,Women's 4 x 200m Freestyle Relay,1945224
8/1/2024,Bronze Medal,3,KONG Yaqi,Female,China,CHN,China,Swimming,Women's 4 x 200m Freestyle Relay,1945222
8/1/2024,Bronze Medal,3,GE Chutong,Female,China,CHN,China,Swimming,Women's 4 x 200m Freestyle Relay,1945171
8/1/2024,Bronze Medal,3,LIU Yaxin,Female,China,CHN,China,Swimming,Women's 4 x 200m Freestyle Relay,1945223
8/1/2024,Bronze Medal,3,LI Bingjie,Female,China,CHN,China,Swimming,Women's 4 x 200m Freestyle Relay,1945169
8/1/2024,Bronze Medal,3,YANG Junxuan,Female,China,CHN,China,Swimming,Women's 4 x 200m Freestyle Relay,1945159
8/2/2024,Gold Medal,1,LIM Sihyeon,Female,Korea,KOR,Korea,Archery,Mixed Team,1902147
8/2/2024,Gold Medal,1,KIM Woojin,Male,Korea,KOR,Korea,Archery,Mixed Team,1902135
8/2/2024,Silver Medal,2,KROPPEN Michelle,Female,Germany,GER,Germany,Archery,Mixed Team,1553258
8/2/2024,Silver Medal,2,UNRUH Florian,Male,Germany,GER,Germany,Archery,Mixed Team,1553249
8/2/2024,Bronze Medal,3,KAUFHOLD Casey,Female,United States,USA,United States,Archery,Mixed Team,1955601
8/2/2024,Bronze Medal,3,ELLISON Brady,Male,United States,USA,United States,Archery,Mixed Team,1955595
8/2/2024,Gold Medal,1,ZHENG Si Wei,Male,China,CHN,China,Badminton,Mixed Doubles,1913418
8/2/2024,Gold Medal,1,HUANG Ya Qiong,Female,China,CHN,China,Badminton,Mixed Doubles,1913432
8/2/2024,Silver Medal,2,KIM Won Ho,Male,Korea,KOR,Korea,Badminton,Mixed Doubles,1891507
8/2/2024,Silver Medal,2,JEONG Na Eun,Female,Korea,KOR,Korea,Badminton,Mixed Doubles,1891502
8/2/2024,Bronze Medal,3,WATANABE Yuta,Male,Japan,JPN,Japan,Badminton,Mixed Doubles,1541614
8/2/2024,Bronze Medal,3,HIGASHINO Arisa,Female,Japan,JPN,Japan,Badminton,Mixed Doubles,1541619
8/2/2024,Gold Medal,1,LONG Daoyi,Male,China,CHN,China,Diving,Men's Synchronised 3m Springboard,1901551
8/2/2024,Gold Medal,1,WANG Zongyuan,Male,China,CHN,China,Diving,Men's Synchronised 3m Springboard,1901549
8/2/2024,Silver Medal,2,CELAYA HERNANDEZ Juan Manuel,Male,Mexico,MEX,Mexico,Diving,Men's Synchronised 3m Springboard,1536197
8/2/2024,Silver Medal,2,OLVERA IBARRA Osmar,Male,Mexico,MEX,Mexico,Diving,Men's Synchronised 3m Springboard,1535349
8/2/2024,Bronze Medal,3,HARDING Anthony,Male,Great Britain,GBR,Great Britain,Diving,Men's Synchronised 3m Springboard,1900840
8/2/2024,Bronze Medal,3,LAUGHER Jack,Male,Great Britain,GBR,Great Britain,Diving,Men's Synchronised 3m Springboard,1900848
8/2/2024,Gold Medal,1,BRASH Scott,Male,Great Britain,GBR,Great Britain,Equestrian,Jumping Team,1970891
8/2/2024,Gold Medal,1,CHARLES Harry,Male,Great Britain,GBR,Great Britain,Equestrian,Jumping Team,1970896
8/2/2024,Gold Medal,1,MAHER Ben,Male,Great Britain,GBR,Great Britain,Equestrian,Jumping Team,1979168
8/2/2024,Gold Medal,1,STOCKDALE Joseph,Male,Great Britain,GBR,Great Britain,Equestrian,Jumping Team,1970925
8/2/2024,Silver Medal,2,WARD McLain,Male,United States,USA,United States,Equestrian,Jumping Team,1951875
8/2/2024,Silver Medal,2,FARRINGTON Kent,Male,United States,USA,United States,Equestrian,Jumping Team,1951819
8/2/2024,Silver Medal,2,KRAUT Laura,Female,United States,USA,United States,Equestrian,Jumping Team,1951840
8/2/2024,Silver Medal,2,COOK Karl,Male,United States,USA,United States,Equestrian,Jumping Team,1951802
8/2/2024,Bronze Medal,3,"Julien Epaillard, Simon Delestre, Olivier Perreau",Male,France,FRA,France,Equestrian,Jumping Team,1899865
8/2/2024,Bronze Medal,3,DELESTRE Simon,Male,France,FRA,France,Equestrian,Jumping Team,1899843
8/2/2024,Bronze Medal,3,EPAILLARD Julien,Male,France,FRA,France,Equestrian,Jumping Team,1899845
8/2/2024,Bronze Medal,3,PERREAU Olivier,Male,France,FRA,France,Equestrian,Jumping Team,1899856
8/2/2024,Gold Medal,1,SIKLOSI Gergely,Male,Hungary,HUN,Hungary,Fencing,Men's Épée Team,1946450
8/2/2024,Gold Medal,1,KOCH Mate Tamas,Male,Hungary,HUN,Hungary,Fencing,Men's Épée Team,1946370
8/2/2024,Gold Medal,1,ANDRASFI Tibor,Male,Hungary,HUN,Hungary,Fencing,Men's Épée Team,1946278
8/2/2024,Gold Medal,1,NAGY David,Male,Hungary,HUN,Hungary,Fencing,Men's Épée Team,1946379
8/2/2024,Silver Medal,2,KANO Koki,Male,Japan,JPN,Japan,Fencing,Men's Épée Team,1896548
8/2/2024,Silver Medal,2,MINOBE Kazuyasu,Male,Japan,JPN,Japan,Fencing,Men's Épée Team,1896554
8/2/2024,Silver Medal,2,YAMADA Masaru,Male,Japan,JPN,Japan,Fencing,Men's Épée Team,1896549
8/2/2024,Silver Medal,2,KOMATA Akira,Male,Japan,JPN,Japan,Fencing,Men's Épée Team,1896538
8/2/2024,Bronze Medal,3,BERAN Jiri,Male,Czechia,CZE,Czechia,Fencing,Men's Épée Team,1914523
8/2/2024,Bronze Medal,3,JURKA Jakub,Male,Czechia,CZE,Czechia,Fencing,Men's Épée Team,1914535
8/2/2024,Bronze Medal,3,RUBES Martin,Male,Czechia,CZE,Czechia,Fencing,Men's Épée Team,1914540
8/2/2024,Bronze Medal,3,CUPR Michal,Male,Czechia,CZE,Czechia,Fencing,Men's Épée Team,1914531
8/2/2024,Gold Medal,1,Mc CARTHY Fintan,Male,Ireland,IRL,Ireland,Rowing,Lightweight Men's Double Sculls,1543322
8/2/2024,Gold Medal,1,O DONOVAN Paul,Male,Ireland,IRL,Ireland,Rowing,Lightweight Men's Double Sculls,1572444
8/2/2024,Silver Medal,2,OPPO Stefano,Male,Italy,ITA,Italy,Rowing,Lightweight Men's Double Sculls,1547870
8/2/2024,Silver Medal,2,SOARES Gabriel,Male,Italy,ITA,Italy,Rowing,Lightweight Men's Double Sculls,1547873
8/2/2024,Bronze Medal,3,PAPAKONSTANTINOU Antonios,Male,Greece,GRE,Greece,Rowing,Lightweight Men's Double Sculls,1977132
8/2/2024,Bronze Medal,3,GKAIDATZIS Petros,Male,Greece,GRE,Greece,Rowing,Lightweight Men's Double Sculls,1977153
8/2/2024,Gold Medal,1,CRAIG Emily,Female,Great Britain,GBR,Great Britain,Rowing,Lightweight Women's Double Sculls,1901048
8/2/2024,Gold Medal,1,GRANT Imogen,Female,Great Britain,GBR,Great Britain,Rowing,Lightweight Women's Double Sculls,1901071
8/2/2024,Silver Medal,2,van GRONINGEN Gianina Elena,Female,Romania,ROU,Romania,Rowing,Lightweight Women's Double Sculls,1550661
8/2/2024,Silver Medal,2,COZMIUC Ionela Livia,Female,Romania,ROU,Romania,Rowing,Lightweight Women's Double Sculls,1550384
8/2/2024,Bronze Medal,3,KONTOU Dimitra,Female,Greece,GRE,Greece,Rowing,Lightweight Women's Double Sculls,1977101
8/2/2024,Bronze Medal,3,FITSIOU Zoi,Female,Greece,GRE,Greece,Rowing,Lightweight Women's Double Sculls,1977159
8/2/2024,Gold Medal,1,SINKOVIC Martin,Male,Croatia,CRO,Croatia,Rowing,Men's Pair,1916685
8/2/2024,Gold Medal,1,SINKOVIC Valent,Male,Croatia,CRO,Croatia,Rowing,Men's Pair,1921490
8/2/2024,Silver Medal,2,WYNNE-GRIFFITH Oliver,Male,Great Britain,GBR,Great Britain,Rowing,Men's Pair,1901101
8/2/2024,Silver Medal,2,GEORGE Tom,Male,Great Britain,GBR,Great Britain,Rowing,Men's Pair,1901066
8/2/2024,Bronze Medal,3,ROEOESLI Roman,Male,Switzerland,SUI,Switzerland,Rowing,Men's Pair,1977804
8/2/2024,Bronze Medal,3,GULICH Andrin,Male,Switzerland,SUI,Switzerland,Rowing,Men's Pair,1976556
8/2/2024,Gold Medal,1,CLEVERING Ymkje,Female,Netherlands,NED,Netherlands,Rowing,Women's Pair,1965559
8/2/2024,Gold Medal,1,MEESTER Veronique,Female,Netherlands,NED,Netherlands,Rowing,Women's Pair,1965556
8/2/2024,Silver Medal,2,VRINCEANU Ioana,Female,Romania,ROU,Romania,Rowing,Women's Pair,1550789
8/2/2024,Silver Medal,2,ANGHEL Roxana,Female,Romania,ROU,Romania,Rowing,Women's Pair,1550289
8/2/2024,Bronze Medal,3,MORRISON Jess,Female,Australia,AUS,Australia,Rowing,Women's Pair,1945670
8/2/2024,Bronze Medal,3,McINTYRE Annabelle,Female,Australia,AUS,Australia,Rowing,Women's Pair,1945644
8/2/2024,Gold Medal,1,BOTIN le CHEVER Diego,Male,Spain,ESP,Spain,Sailing,Men's Skiff,1959270
8/2/2024,Gold Medal,1,TRITTEL PAUL Florian,Male,Spain,ESP,Spain,Sailing,Men's Skiff,1959294
8/2/2024,Silver Medal,2,McHARDIE Isaac,Male,New Zealand,NZL,New Zealand,Sailing,Men's Skiff,1918833
8/2/2024,Silver Medal,2,McKENZIE William,Male,New Zealand,NZL,New Zealand,Sailing,Men's Skiff,1918834
8/2/2024,Bronze Medal,3,BARROWS Ian,Male,United States,USA,United States,Sailing,Men's Skiff,1950366
8/2/2024,Bronze Medal,3,HENKEN Hans,Male,United States,USA,United States,Sailing,Men's Skiff,1950381
8/2/2024,Gold Medal,1,van AANHOLT Odile,Female,Netherlands,NED,Netherlands,Sailing,Women's Skiff,1970495
8/2/2024,Gold Medal,1,DUETZ Annette,Female,Netherlands,NED,Netherlands,Sailing,Women's Skiff,1970514
8/2/2024,Silver Medal,2,BOBECK Vilma,Female,Sweden,SWE,Sweden,Sailing,Women's Skiff,1564653
8/2/2024,Silver Medal,2,NETZLER Rebecca,Female,Sweden,SWE,Sweden,Sailing,Women's Skiff,1564657
8/2/2024,Bronze Medal,3,STEYAERT Sarah,Female,France,FRA,France,Sailing,Women's Skiff,1559558
8/2/2024,Bronze Medal,3,PICON Charline,Female,France,FRA,France,Sailing,Women's Skiff,1559559
8/2/2024,Gold Medal,1,SINIAKOVA Katerina,Female,Czechia,CZE,Czechia,Tennis,Mixed Doubles,1901342
8/2/2024,Gold Medal,1,MACHAC Tomas,Male,Czechia,CZE,Czechia,Tennis,Mixed Doubles,1901333
8/2/2024,Silver Medal,2,WANG Xinyu,Female,China,CHN,China,Tennis,Mixed Doubles,1927719
8/2/2024,Silver Medal,2,ZHANG Zhizhen,Male,China,CHN,China,Tennis,Mixed Doubles,1927704
8/2/2024,Bronze Medal,3,DABROWSKI Gabriela,Female,Canada,CAN,Canada,Tennis,Mixed Doubles,1972627
8/2/2024,Bronze Medal,3,AUGER-ALIASSIME Felix,Male,Canada,CAN,Canada,Tennis,Mixed Doubles,1972646
8/3/2024,Gold Medal,1,KLEIN IKKINK Isaya,Male,Netherlands,NED,Netherlands,Athletics,4 x 400m Relay Mixed,1972116
8/3/2024,Gold Medal,1,OMALLA Eugene,Male,Netherlands,NED,Netherlands,Athletics,4 x 400m Relay Mixed,1972234
8/3/2024,Gold Medal,1,BOL Femke,Female,Netherlands,NED,Netherlands,Athletics,4 x 400m Relay Mixed,1972078
8/3/2024,Gold Medal,1,KLAVER Lieke,Female,Netherlands,NED,Netherlands,Athletics,4 x 400m Relay Mixed,1972115
8/3/2024,Gold Medal,1,PEETERS Cathelijn,Female,Netherlands,NED,Netherlands,Athletics,4 x 400m Relay Mixed,1972240
8/3/2024,Gold Medal,1,"Alice Mangione, Eleonora Marchiando ",Female,Italy,ITA,Italy,Athletics,4 x 400m Relay Mixed,1972077
8/3/2024,Silver Medal,2,DEADMON Bryce,Male,United States,USA,United States,Athletics,4 x 400m Relay Mixed,1960590
8/3/2024,Silver Medal,2,NORWOOD Vernon,Male,United States,USA,United States,Athletics,4 x 400m Relay Mixed,1960111
8/3/2024,Silver Medal,2,WILSON Quincy,Male,United States,USA,United States,Athletics,4 x 400m Relay Mixed,4979564
8/3/2024,Silver Medal,2,BROWN Kaylyn,Female,United States,USA,United States,Athletics,4 x 400m Relay Mixed,1960650
8/3/2024,Silver Medal,2,LITTLE Shamier,Female,United States,USA,United States,Athletics,4 x 400m Relay Mixed,1960179
8/3/2024,Silver Medal,2,WHITTAKER Isabella,Female,United States,USA,United States,Athletics,4 x 400m Relay Mixed,4979557
8/3/2024,Bronze Medal,3,DAVEY Lewis,Male,Great Britain,GBR,Great Britain,Athletics,4 x 400m Relay Mixed,1924406
8/3/2024,Bronze Medal,3,HAYDOCK-WILSON Alex,Male,Great Britain,GBR,Great Britain,Athletics,4 x 400m Relay Mixed,1924426
8/3/2024,Bronze Medal,3,JEFFERIES Ben,Male,Great Britain,GBR,Great Britain,Athletics,4 x 400m Relay Mixed,1956844
8/3/2024,Bronze Medal,3,REARDON Samuel,Male,Great Britain,GBR,Great Britain,Athletics,4 x 400m Relay Mixed,1956853
8/3/2024,Bronze Medal,3,ANNING Amber,Female,Great Britain,GBR,Great Britain,Athletics,4 x 400m Relay Mixed,1924383
8/3/2024,Bronze Medal,3,KELLY Hannah,Female,Great Britain,GBR,Great Britain,Athletics,4 x 400m Relay Mixed,1956846
8/3/2024,Bronze Medal,3,NIELSEN Laviai,Female,Great Britain,GBR,Great Britain,Athletics,4 x 400m Relay Mixed,1924464
8/3/2024,Bronze Medal,3,WILLIAMS Jodie,Female,Great Britain,GBR,Great Britain,Athletics,4 x 400m Relay Mixed,1924506
8/3/2024,Bronze Medal,3,YEARGIN Nicole,Female,Great Britain,GBR,Great Britain,Athletics,4 x 400m Relay Mixed,1924509
8/3/2024,Gold Medal,1,CHEN Qing Chen,Female,China,CHN,China,Badminton,Women's Doubles,1913438
8/3/2024,Gold Medal,1,JIA Yi Fan,Female,China,CHN,China,Badminton,Women's Doubles,1913439
8/3/2024,Silver Medal,2,LIU Sheng Shu,Female,China,CHN,China,Badminton,Women's Doubles,1913441
8/3/2024,Silver Medal,2,TAN Ning,Female,China,CHN,China,Badminton,Women's Doubles,1913442
8/3/2024,Bronze Medal,3,MATSUYAMA Nami,Female,Japan,JPN,Japan,Badminton,Women's Doubles,1541630
8/3/2024,Bronze Medal,3,SHIDA Chiharu,Female,Japan,JPN,Japan,Badminton,Women's Doubles,1541629
8/3/2024,Gold Medal,1,von BREDOW-WERNDL Jessica,Female,Germany,GER,Germany,Equestrian,Dressage Team,1914905
8/3/2024,Gold Medal,1,WANDRES Frederic,Male,Germany,GER,Germany,Equestrian,Dressage Team,1914936
8/3/2024,Gold Medal,1,WERTH Isabell,Female,Germany,GER,Germany,Equestrian,Dressage Team,1914909
8/3/2024,Gold Medal,1,ROTHENBERGER Soenke,Male,Germany,GER,Germany,Equestrian,Dressage Team,1914907
8/3/2024,Silver Medal,2,BACHMANN ANDERSEN Daniel,Male,Denmark,DEN,Denmark,Equestrian,Dressage Team,1892359
8/3/2024,Silver Medal,2,LAUDRUP-DUFOUR Cathrine,Female,Denmark,DEN,Denmark,Equestrian,Dressage Team,1892363
8/3/2024,Silver Medal,2,SKODBORG MERRALD Nanna,Female,Denmark,DEN,Denmark,Equestrian,Dressage Team,1892358
8/3/2024,Silver Medal,2,SLOTH Nadja Aaboe,Female,Denmark,DEN,Denmark,Equestrian,Dressage Team,1892364
8/3/2024,Bronze Medal,3,FRY Charlotte,Female,Great Britain,GBR,Great Britain,Equestrian,Dressage Team,1970905
8/3/2024,Bronze Medal,3,HESTER Carl,Male,Great Britain,GBR,Great Britain,Equestrian,Dressage Team,1970910
8/3/2024,Bronze Medal,3,MOODY Becky,Female,Great Britain,GBR,Great Britain,Equestrian,Dressage Team,1970921
8/3/2024,Bronze Medal,3,GOULD Andrew,Male,Great Britain,GBR,Great Britain,Equestrian,Dressage Team,1970907
8/3/2024,Gold Medal,1,KHARLAN Olga,Female,Ukraine,UKR,Ukraine,Fencing,Women's Sabre Team,1897644
8/3/2024,Gold Medal,1,KOMASHCHUK Alina,Female,Ukraine,UKR,Ukraine,Fencing,Women's Sabre Team,1897638
8/3/2024,Gold Medal,1,KRAVATSKA Olena,Female,Ukraine,UKR,Ukraine,Fencing,Women's Sabre Team,1897637
8/3/2024,Gold Medal,1,BAKASTOVA Yuliia,Female,Ukraine,UKR,Ukraine,Fencing,Women's Sabre Team,1897633
8/3/2024,Silver Medal,2,YOON Jisu,Female,Korea,KOR,Korea,Fencing,Women's Sabre Team,1927158
8/3/2024,Silver Medal,2,JEON Hayoung,Female,Korea,KOR,Korea,Fencing,Women's Sabre Team,1927123
8/3/2024,Silver Medal,2,CHOI Sebin,Female,Korea,KOR,Korea,Fencing,Women's Sabre Team,1927113
8/3/2024,Silver Medal,2,JEON Eunhye,Female,Korea,KOR,Korea,Fencing,Women's Sabre Team,1927122
8/3/2024,Bronze Medal,3,EMURA Misaki,Female,Japan,JPN,Japan,Fencing,Women's Sabre Team,1896542
8/3/2024,Bronze Medal,3,TAKASHIMA Risa,Female,Japan,JPN,Japan,Fencing,Women's Sabre Team,1896519
8/3/2024,Bronze Medal,3,FUKUSHIMA Shihomi,Female,Japan,JPN,Japan,Fencing,Women's Sabre Team,1896541
8/3/2024,Bronze Medal,3,OZAKI Seri,Female,Japan,JPN,Japan,Fencing,Women's Sabre Team,1896522
8/3/2024,Gold Medal,1,BOUKLI Shirine,Female,France,FRA,France,Judo,Mixed Team,1891280
8/3/2024,Gold Medal,1,BUCHARD Amandine,Female,France,FRA,France,Judo,Mixed Team,1891283
8/3/2024,Gold Medal,1,CYSIQUE Sarah Leonie,Female,France,FRA,France,Judo,Mixed Team,1891286
8/3/2024,Gold Medal,1,AGBEGNENOU Clarisse,Female,France,FRA,France,Judo,Mixed Team,1891289
8/3/2024,Gold Medal,1,GAHIE Marie Eve,Female,France,FRA,France,Judo,Mixed Team,1891292
8/3/2024,Gold Medal,1,DICKO Romane,Female,France,FRA,France,Judo,Mixed Team,1891300
8/3/2024,Gold Medal,1,MALONGA Madeleine,Female,France,FRA,France,Judo,Mixed Team,1891297
8/3/2024,Gold Medal,1,GABA Joan-Benjamin,Male,France,FRA,France,Judo,Mixed Team,1891311
8/3/2024,Gold Medal,1,KHYAR Walide,Male,France,FRA,France,Judo,Mixed Team,1891307
8/3/2024,Gold Medal,1,MKHEIDZE Luka,Male,France,FRA,France,Judo,Mixed Team,1891304
8/3/2024,Gold Medal,1,DJALO Alpha Oumar,Male,France,FRA,France,Judo,Mixed Team,1891314
8/3/2024,Gold Medal,1,NGAYAP HAMBOU Maxime-Gael,Male,France,FRA,France,Judo,Mixed Team,1891318
8/3/2024,Gold Medal,1,DIESSE Aurelien,Male,France,FRA,France,Judo,Mixed Team,1891320
8/3/2024,Gold Medal,1,RINER Teddy,Male,France,FRA,France,Judo,Mixed Team,1891323
8/3/2024,Silver Medal,2,ABE Uta,Female,Japan,JPN,Japan,Judo,Mixed Team,1896760
8/3/2024,Silver Medal,2,FUNAKUBO Haruka,Female,Japan,JPN,Japan,Judo,Mixed Team,1896733
8/3/2024,Silver Medal,2,TSUNODA Natsumi,Female,Japan,JPN,Japan,Judo,Mixed Team,1896735
8/3/2024,Silver Medal,2,NIIZOE Saki,Female,Japan,JPN,Japan,Judo,Mixed Team,1896744
8/3/2024,Silver Medal,2,TAKAICHI Miku,Female,Japan,JPN,Japan,Judo,Mixed Team,1896767
8/3/2024,Silver Medal,2,SONE Akira,Female,Japan,JPN,Japan,Judo,Mixed Team,1896762
8/3/2024,Silver Medal,2,TAKAYAMA Rika,Female,Japan,JPN,Japan,Judo,Mixed Team,1896743
8/3/2024,Silver Medal,2,ABE Hifumi,Male,Japan,JPN,Japan,Judo,Mixed Team,1896763
8/3/2024,Silver Medal,2,HASHIMOTO Soichi,Male,Japan,JPN,Japan,Judo,Mixed Team,1896740
8/3/2024,Silver Medal,2,NAGAYAMA Ryuju,Male,Japan,JPN,Japan,Judo,Mixed Team,1896752
8/3/2024,Silver Medal,2,MURAO Sanshiro,Male,Japan,JPN,Japan,Judo,Mixed Team,1896750
8/3/2024,Silver Medal,2,NAGASE Takanori,Male,Japan,JPN,Japan,Judo,Mixed Team,1896765
8/3/2024,Silver Medal,2,SAITO Tatsuru,Male,Japan,JPN,Japan,Judo,Mixed Team,1896748
8/3/2024,Silver Medal,2,WOLF Aaron,Male,Japan,JPN,Japan,Judo,Mixed Team,1896764
8/3/2024,Bronze Medal,3,PIMENTA Larissa,Female,Brazil,BRA,Brazil,Judo,Mixed Team,1953817
8/3/2024,Bronze Medal,3,SILVA Rafaela,Female,Brazil,BRA,Brazil,Judo,Mixed Team,1953835
8/3/2024,Bronze Medal,3,QUADROS Ketleyn,Female,Brazil,BRA,Brazil,Judo,Mixed Team,1953812
8/3/2024,Bronze Medal,3,SOUZA Beatriz,Female,Brazil,BRA,Brazil,Judo,Mixed Team,1953777
8/3/2024,Bronze Medal,3,CARGNIN Daniel,Male,Brazil,BRA,Brazil,Judo,Mixed Team,1953781
8/3/2024,Bronze Medal,3,LIMA Willian,Male,Brazil,BRA,Brazil,Judo,Mixed Team,1953840
8/3/2024,Bronze Medal,3,MACEDO Rafael,Male,Brazil,BRA,Brazil,Judo,Mixed Team,1953832
8/3/2024,Bronze Medal,3,SCHIMIDT Guilherme,Male,Brazil,BRA,Brazil,Judo,Mixed Team,1953799
8/3/2024,Bronze Medal,3,GONCALVES Leonardo,Male,Brazil,BRA,Brazil,Judo,Mixed Team,1953816
8/3/2024,Bronze Medal,3,SILVA Rafael,Male,Brazil,BRA,Brazil,Judo,Mixed Team,1953836
